[ INFO ] [2016-05-24 20:25:58] com.lifeix.football.competitions.Application [25] - org.springframework.boot.context.event.ApplicationEnvironmentPreparedEvent[source=org.springframework.boot.SpringApplication@57404558]
[ DEBUG] [2016-05-24 20:25:58] org.springframework.beans.factory.support.DefaultListableBeanFactory [874] - Registering scope 'restart' with implementation [org.springframework.boot.devtools.restart.RestartScopeInitializer$RestartScope@50277c73]
[ INFO ] [2016-05-24 20:25:58] com.lifeix.football.competitions.Application [48] - Starting Application on gcc with PID 15332 (E:\workspaces\chinafootball\lifeix-football-competitions\target\classes started by hasee-pc in E:\workspaces\chinafootball\lifeix-football-competitions)
[ INFO ] [2016-05-24 20:25:58] com.lifeix.football.competitions.Application [670] - The following profiles are active: common,system,dev
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'org.springframework.boot.actuate.autoconfigure.TraceWebFilterAutoConfiguration'
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [757] - Autowiring by type from bean name 'webRequestLoggingFilter' via factory method to bean named 'org.springframework.beans.factory.support.DefaultListableBeanFactory@7e4cd481'
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'webRequestLoggingFilter' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [1620] - Invoking afterPropertiesSet() on bean with name 'webRequestLoggingFilter'
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'webRequestLoggingFilter'
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'characterEncodingFilter'
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'characterEncodingFilter'
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.HttpEncodingAutoConfiguration'
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'org.springframework.boot.autoconfigure.web.HttpEncodingAutoConfiguration'
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.annotation.InjectionMetadata [72] - Registered injected element on class [org.springframework.boot.autoconfigure.web.HttpEncodingAutoConfiguration$$EnhancerBySpringCGLIB$$881b8981]: AutowiredFieldElement for private org.springframework.boot.autoconfigure.web.HttpEncodingProperties org.springframework.boot.autoconfigure.web.HttpEncodingAutoConfiguration.httpEncodingProperties
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'org.springframework.boot.autoconfigure.web.HttpEncodingAutoConfiguration' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.annotation.InjectionMetadata [86] - Processing injected element of bean 'org.springframework.boot.autoconfigure.web.HttpEncodingAutoConfiguration': AutowiredFieldElement for private org.springframework.boot.autoconfigure.web.HttpEncodingProperties org.springframework.boot.autoconfigure.web.HttpEncodingAutoConfiguration.httpEncodingProperties
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'spring.http.encoding.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor [492] - Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.HttpEncodingAutoConfiguration' to bean named 'spring.http.encoding.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'org.springframework.boot.autoconfigure.web.HttpEncodingAutoConfiguration'
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'characterEncodingFilter' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [1620] - Invoking afterPropertiesSet() on bean with name 'characterEncodingFilter'
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'characterEncodingFilter'
[ INFO ] [2016-05-24 20:26:00] org.springframework.boot.context.embedded.ServletRegistrationBean [189] - Mapping servlet: 'dispatcherServlet' to [/]
[ INFO ] [2016-05-24 20:26:00] org.springframework.boot.context.embedded.FilterRegistrationBean [258] - Mapping filter: 'metricFilter' to: [/*]
[ INFO ] [2016-05-24 20:26:00] org.springframework.boot.context.embedded.FilterRegistrationBean [258] - Mapping filter: 'characterEncodingFilter' to: [/*]
[ INFO ] [2016-05-24 20:26:00] org.springframework.boot.context.embedded.FilterRegistrationBean [258] - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
[ INFO ] [2016-05-24 20:26:00] org.springframework.boot.context.embedded.FilterRegistrationBean [258] - Mapping filter: 'httpPutFormContentFilter' to: [/*]
[ INFO ] [2016-05-24 20:26:00] org.springframework.boot.context.embedded.FilterRegistrationBean [258] - Mapping filter: 'requestContextFilter' to: [/*]
[ INFO ] [2016-05-24 20:26:00] org.springframework.boot.context.embedded.FilterRegistrationBean [258] - Mapping filter: 'webRequestLoggingFilter' to: [/*]
[ INFO ] [2016-05-24 20:26:00] org.springframework.boot.context.embedded.FilterRegistrationBean [258] - Mapping filter: 'applicationContextIdFilter' to: [/*]
[ DEBUG] [2016-05-24 20:26:00] org.springframework.beans.factory.support.DefaultListableBeanFactory [741] - Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@7e4cd481: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.context.event.internalEventListenerProcessor,org.springframework.context.event.internalEventListenerFactory,application,org.springframework.context.annotation.ConfigurationClassPostProcessor.importAwareProcessor,org.springframework.context.annotation.ConfigurationClassPostProcessor.enhancedConfigurationProcessor,appConfig,competitionExceptionHandlerAdvice,teamController,teamServiceImpl,myBatisConfig,myBatisMapperScannerConfig,webConfiguration,org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration,org.springframework.transaction.config.internalTransactionAdvisor,transactionAttributeSource,transactionInterceptor,org.springframework.transaction.config.internalTransactionalEventListenerFactory,sqlSessionFactory,sqlSessionTemplate,annotationDrivenTransactionManager,org.springframework.aop.config.internalAutoProxyCreator,mapperScannerConfigurer,org.springframework.boot.autoconfigure.AutoConfigurationPackages,org.springframework.boot.autoconfigure.PropertyPlaceholderAutoConfiguration,org.springframework.boot.autoconfigure.condition.BeanTypeRegistry,propertySourcesPlaceholderConfigurer,org.springframework.boot.autoconfigure.websocket.WebSocketAutoConfiguration$TomcatWebSocketConfiguration,websocketContainerCustomizer,org.springframework.boot.autoconfigure.websocket.WebSocketAutoConfiguration,org.springframework.boot.autoconfigure.web.EmbeddedServletContainerAutoConfiguration$EmbeddedTomcat,tomcatEmbeddedServletContainerFactory,org.springframework.boot.autoconfigure.web.EmbeddedServletContainerAutoConfiguration,embeddedServletContainerCustomizerBeanPostProcessor,org.springframework.boot.autoconfigure.web.DispatcherServletAutoConfiguration$DispatcherServletConfiguration,dispatcherServlet,dispatcherServletRegistration,spring.mvc.CONFIGURATION_PROPERTIES,org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor,org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor.store,org.springframework.boot.autoconfigure.web.DispatcherServletAutoConfiguration,org.springframework.boot.autoconfigure.web.ErrorMvcAutoConfiguration$WhitelabelErrorViewConfiguration,error,beanNameViewResolver,org.springframework.boot.autoconfigure.web.ErrorMvcAutoConfiguration,errorAttributes,basicErrorController,errorPageCustomizer,preserveErrorControllerTargetClassPostProcessor,org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$EnableWebMvcConfiguration,requestMappingHandlerAdapter,requestMappingHandlerMapping,mvcContentNegotiationManager,viewControllerHandlerMapping,beanNameHandlerMapping,resourceHandlerMapping,mvcResourceUrlProvider,defaultServletHandlerMapping,mvcConversionService,mvcValidator,mvcPathMatcher,mvcUrlPathHelper,mvcUriComponentsContributor,httpRequestHandlerAdapter,simpleControllerHandlerAdapter,handlerExceptionResolver,mvcViewResolver,org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter$FaviconConfiguration,faviconHandlerMapping,faviconRequestHandler,org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter,defaultViewResolver,requestContextFilter,viewResolver,spring.resources.CONFIGURATION_PROPERTIES,org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration,hiddenHttpMethodFilter,httpPutFormContentFilter,org.springframework.boot.actuate.autoconfigure.AuditAutoConfiguration$AuditEventRepositoryConfiguration,auditEventRepository,org.springframework.boot.actuate.autoconfigure.AuditAutoConfiguration,auditListener,org.springframework.boot.autoconfigure.data.redis.RedisAutoConfiguration$RedisConfiguration,redisTemplate,stringRedisTemplate,org.springframework.boot.autoconfigure.data.redis.RedisAutoConfiguration$RedisPooledConnectionConfiguration,redisConnectionFactory,org.springframework.boot.autoconfigure.data.redis.RedisAutoConfiguration,org.springframework.autoconfigure.redis.RedisProperties,org.springframework.boot.autoconfigure.jdbc.DataSourceAutoConfiguration$JdbcTemplateConfiguration,jdbcTemplate,namedParameterJdbcTemplate,org.springframework.boot.autoconfigure.jdbc.DataSourceAutoConfiguration$NonEmbeddedConfiguration,dataSource,org.springframework.boot.autoconfigure.jdbc.DataSourceAutoConfiguration$DataSourceInitializerConfiguration,dataSourceInitializer,org.springframework.boot.autoconfigure.jdbc.metadata.DataSourcePoolMetadataProvidersConfiguration$TomcatDataSourcePoolMetadataProviderConfiguration,tomcatPoolDataSourceMetadataProvider,org.springframework.boot.autoconfigure.jdbc.metadata.DataSourcePoolMetadataProvidersConfiguration,org.springframework.boot.autoconfigure.jdbc.DataSourceAutoConfiguration,spring.datasource.CONFIGURATION_PROPERTIES,dataSourceInitializerPostProcessor,org.springframework.boot.actuate.autoconfigure.HealthIndicatorAutoConfiguration$DiskSpaceHealthIndicatorConfiguration,diskSpaceHealthIndicator,diskSpaceHealthIndicatorProperties,org.springframework.boot.actuate.autoconfigure.HealthIndicatorAutoConfiguration$RedisHealthIndicatorConfiguration,redisHealthIndicator,org.springframework.boot.actuate.autoconfigure.HealthIndicatorAutoConfiguration$DataSourcesHealthIndicatorConfiguration,dbHealthIndicator,org.springframework.boot.actuate.autoconfigure.HealthIndicatorAutoConfiguration,healthAggregator,management.health.status.CONFIGURATION_PROPERTIES,org.springframework.boot.actuate.autoconfigure.MetricRepositoryAutoConfiguration$FastMetricServicesConfiguration,counterBuffers,gaugeBuffers,actuatorMetricReader,counterService,gaugeService,org.springframework.boot.actuate.autoconfigure.MetricRepositoryAutoConfiguration,org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration,mbeanExporter,objectNamingStrategy,mbeanServer,org.springframework.boot.actuate.autoconfigure.PublicMetricsAutoConfiguration$TomcatMetricsConfiguration,tomcatPublicMetrics,org.springframework.boot.actuate.autoconfigure.PublicMetricsAutoConfiguration$DataSourceMetricsConfiguration,dataSourcePublicMetrics,org.springframework.boot.actuate.autoconfigure.PublicMetricsAutoConfiguration,systemPublicMetrics,metricReaderPublicMetrics,org.springframework.boot.actuate.autoconfigure.EndpointAutoConfiguration$InfoPropertiesConfiguration,org.springframework.boot.actuate.autoconfigure.EndpointAutoConfiguration$RequestMappingEndpointConfiguration,requestMappingEndpoint,org.springframework.boot.actuate.autoconfigure.EndpointAutoConfiguration,environmentEndpoint,healthEndpoint,beansEndpoint,infoEndpoint,metricsEndpoint,traceEndpoint,dumpEndpoint,autoConfigurationReportEndpoint,shutdownEndpoint,configurationPropertiesReportEndpoint,endpoints.CONFIGURATION_PROPERTIES,org.springframework.boot.actuate.autoconfigure.EndpointMBeanExportAutoConfiguration,endpointMBeanExporter,endpoints.jmx.CONFIGURATION_PROPERTIES,org.springframework.boot.autoconfigure.web.ServerPropertiesAutoConfiguration,serverProperties,duplicateServerPropertiesDetector,org.springframework.boot.actuate.autoconfigure.ManagementServerPropertiesAutoConfiguration,managementServerProperties,org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration,jacksonObjectMapperBuilder,spring.jackson.CONFIGURATION_PROPERTIES,org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperConfiguration,jacksonObjectMapper,org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration,org.springframework.boot.autoconfigure.web.HttpMessageConvertersAutoConfiguration$StringHttpMessageConverterConfiguration,stringHttpMessageConverter,spring.http.encoding.CONFIGURATION_PROPERTIES,org.springframework.boot.autoconfigure.web.JacksonHttpMessageConvertersConfiguration$MappingJackson2HttpMessageConverterConfiguration,mappingJackson2HttpMessageConverter,org.springframework.boot.autoconfigure.web.JacksonHttpMessageConvertersConfiguration,org.springframework.boot.autoconfigure.web.HttpMessageConvertersAutoConfiguration,messageConverters,org.springframework.boot.actuate.autoconfigure.EndpointWebMvcAutoConfiguration$ApplicationContextFilterConfiguration,applicationContextIdFilter,org.springframework.boot.actuate.autoconfigure.EndpointWebMvcAutoConfiguration,managementContextResolver,managementServletContext,org.springframework.boot.actuate.autoconfigure.MetricExportAutoConfiguration$MetricExportPropertiesConfiguration,spring.metrics.export.CONFIGURATION_PROPERTIES,org.springframework.scheduling.annotation.SchedulingConfiguration,org.springframework.context.annotation.internalScheduledAnnotationProcessor,org.springframework.boot.actuate.autoconfigure.MetricExportAutoConfiguration,metricWritersMetricExporter,org.springframework.boot.actuate.autoconfigure.MetricFilterAutoConfiguration,metricFilter,org.springframework.boot.actuate.autoconfigure.TraceRepositoryAutoConfiguration,traceRepository,org.springframework.boot.actuate.autoconfigure.TraceWebFilterAutoConfiguration,webRequestLoggingFilter,management.trace.CONFIGURATION_PROPERTIES,org.springframework.boot.autoconfigure.aop.AopAutoConfiguration$JdkDynamicAutoProxyConfiguration,org.springframework.boot.autoconfigure.aop.AopAutoConfiguration,org.springframework.boot.autoconfigure.context.ConfigurationPropertiesAutoConfiguration,org.springframework.boot.autoconfigure.dao.PersistenceExceptionTranslationAutoConfiguration,persistenceExceptionTranslationPostProcessor,org.springframework.boot.autoconfigure.jdbc.DataSourceTransactionManagerAutoConfiguration,org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration,transactionTemplate,org.springframework.boot.autoconfigure.web.HttpEncodingAutoConfiguration,characterEncodingFilter,org.springframework.boot.autoconfigure.web.MultipartAutoConfiguration,multipartConfigElement,multipartResolver,multipart.CONFIGURATION_PROPERTIES,org.springframework.boot.devtools.autoconfigure.DevToolsDataSourceAutoConfiguration,inMemoryDatabaseShutdownExecutor,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfiguration$RestartConfiguration,classPathFileSystemWatcher,classPathRestartStrategy,hateoasObjenesisCacheDisabler,fileSystemWatcherFactory,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfiguration$LiveReloadConfiguration,liveReloadServer,optionalLiveReloadServer,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfiguration,spring.devtools.CONFIGURATION_PROPERTIES,teamMapper]; root of factory hierarchy
